Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
192913828,AM116,19125529,Medical Incident,2019-10-18,2019-10-18,10/18/2019 08:41:03 PM,10/18/2019 08:44:16 PM,10/18/2019 08:44:36 PM,10/18/2019 08:45:24 PM,10/18/2019 08:59:01 PM,10/18/2019 09:10:27 PM,10/18/2019 09:38:43 PM,Code 2 Transport,10/18/2019 09:56:19 PM,700 Block of MINNA ST,San Francisco,94103,B02,01,2318,2,2,2,false,Non Life-threatening,1,PRIVATE,1,2,6,South of Market,POINT (-122.41334620638372 37.77637456249944),192913828-AM116
192913831,67,19125530,Medical Incident,2019-10-18,2019-10-18,10/18/2019 08:45:41 PM,10/18/2019 08:46:12 PM,10/18/2019 08:46:56 PM,10/18/2019 08:47:06 PM,10/18/2019 08:52:58 PM,null,null,Against Medical Advice,10/18/2019 10:11:17 PM,1200 Block of COLUMBUS AVE,San Francisco,94133,B01,28,1525,3,2,2,true,Non Life-threatening,1,MEDIC,3,1,3,North Beach,POINT (-122.41775763619783 37.80561470616216),192913831-67
192913831,E28,19125530,Medical Incident,2019-10-18,2019-10-18,10/18/2019 08:45:41 PM,10/18/2019 08:46:12 PM,10/18/2019 08:46:56 PM,10/18/2019 08:47:52 PM,10/18/2019 08:50:07 PM,null,null,Against Medical Advice,10/18/2019 09:04:45 PM,1200 Block of COLUMBUS AVE,San Francisco,94133,B01,28,1525,3,2,2,true,Non Life-threatening,1,ENGINE,1,1,3,North Beach,POINT (-122.41775763619783 37.80561470616216),192913831-E28
192913831,RC1,19125530,Medical Incident,2019-10-18,2019-10-18,10/18/2019 08:45:41 PM,10/18/2019 08:46:12 PM,10/18/2019 08:47:29 PM,10/18/2019 08:47:32 PM,10/18/2019 08:50:28 PM,null,null,Against Medical Advice,10/18/2019 09:02:09 PM,1200 Block of COLUMBUS AVE,San Francisco,94133,B01,28,1525,3,2,2,true,Non Life-threatening,1,RESCUE CAPTAIN,2,1,3,North Beach,POINT (-122.41775763619783 37.80561470616216),192913831-RC1
192913835,75,19125531,Medical Incident,2019-10-18,2019-10-18,10/18/2019 08:45:28 PM,10/18/2019 08:47:25 PM,10/18/2019 08:48:02 PM,10/18/2019 08:48:07 PM,null,null,null,No Merit,10/18/2019 08:53:48 PM,900 Block of HAMILTON ST,San Francisco,94134,B09,44,6322,3,3,3,true,Non Life-threatening,1,MEDIC,2,9,10,McLaren Park,POINT (-122.40689702350187 37.719585258989284),192913835-75
192913835,E44,19125531,Medical Incident,2019-10-18,2019-10-18,10/18/2019 08:45:28 PM,10/18/2019 08:47:25 PM,10/18/2019 08:48:02 PM,10/18/2019 08:49:00 PM,10/18/2019 08:51:48 PM,null,null,No Merit,10/18/2019 08:53:46 PM,900 Block of HAMILTON ST,San Francisco,94134,B09,44,6322,3,3,3,true,Non Life-threatening,1,ENGINE,1,9,10,McLaren Park,POINT (-122.40689702350187 37.719585258989284),192913835-E44
192913851,B04,19125533,Alarms,2019-10-18,2019-10-18,10/18/2019 08:50:17 PM,10/18/2019 08:51:28 PM,10/18/2019 08:51:36 PM,10/18/2019 08:53:26 PM,10/18/2019 08:55:39 PM,null,null,Fire,10/18/2019 09:02:16 PM,1800 Block of PINE ST,San Francisco,94109,B04,38,3325,3,3,3,false,Alarm,1,CHIEF,2,4,2,Pacific Heights,POINT (-122.42625226166518 37.78894503632593),192913851-B04
192913851,E05,19125533,Alarms,2019-10-18,2019-10-18,10/18/2019 08:50:17 PM,10/18/2019 08:51:28 PM,10/18/2019 08:51:36 PM,10/18/2019 08:53:14 PM,10/18/2019 08:56:32 PM,null,null,Fire,10/18/2019 09:02:20 PM,1800 Block of PINE ST,San Francisco,94109,B04,38,3325,3,3,3,true,Alarm,1,ENGINE,3,4,2,Pacific Heights,POINT (-122.42625226166518 37.78894503632593),192913851-E05
192913851,T03,19125533,Alarms,2019-10-18,2019-10-18,10/18/2019 08:50:17 PM,10/18/2019 08:51:28 PM,10/18/2019 08:51:36 PM,10/18/2019 08:52:26 PM,10/18/2019 08:55:06 PM,null,null,Fire,10/18/2019 09:02:12 PM,1800 Block of PINE ST,San Francisco,94109,B04,38,3325,3,3,3,false,Alarm,1,TRUCK,1,4,2,Pacific Heights,POINT (-122.42625226166518 37.78894503632593),192913851-T03
192913857,52,19125535,Medical Incident,2019-10-18,2019-10-18,10/18/2019 08:53:02 PM,10/18/2019 08:54:33 PM,10/18/2019 08:54:55 PM,10/18/2019 08:55:01 PM,10/18/2019 08:58:00 PM,null,null,No Merit,10/18/2019 09:02:28 PM,0 Block of 5TH ST,San Francisco,94103,B01,01,2247,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,3,6,South of Market,POINT (-122.4070511904927 37.783263687033134),192913857-52
192913857,QRV1,19125535,Medical Incident,2019-10-18,2019-10-18,10/18/2019 08:53:02 PM,10/18/2019 08:54:33 PM,10/18/2019 08:54:55 PM,10/18/2019 08:56:12 PM,null,null,null,No Merit,10/18/2019 08:59:51 PM,0 Block of 5TH ST,San Francisco,94103,B01,01,2247,3,3,3,true,Potentially Life-Threatening,1,SUPPORT,2,3,6,South of Market,POINT (-122.4070511904927 37.783263687033134),192913857-QRV1
192913862,76,19125536,Medical Incident,2019-10-18,2019-10-18,10/18/2019 08:55:10 PM,10/18/2019 08:57:21 PM,10/18/2019 08:57:34 PM,10/18/2019 08:57:46 PM,10/18/2019 09:03:57 PM,10/18/2019 09:26:39 PM,10/18/2019 09:35:53 PM,Code 2 Transport,10/18/2019 10:09:32 PM,1100 Block of MISSION ST,San Francisco,94103,B02,01,2318,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,2,6,South of Market,POINT (-122.41273670742505 37.777712440431586),192913862-76
192913868,T10,19125537,Citizen Assist / Service Call,2019-10-18,2019-10-18,10/18/2019 08:58:22 PM,10/18/2019 09:00:35 PM,10/18/2019 09:00:51 PM,10/18/2019 09:02:06 PM,10/18/2019 09:04:15 PM,null,null,Fire,10/18/2019 09:10:04 PM,BRODERICK ST/POST ST,San Francisco,94115,B05,10,4235,3,3,3,false,Alarm,1,TRUCK,1,5,5,Japantown,POINT (-122.44134853903212 37.78410654906915),192913868-T10
192913870,89,19125538,Medical Incident,2019-10-18,2019-10-18,10/18/2019 09:01:08 PM,10/18/2019 09:02:12 PM,10/18/2019 09:02:38 PM,10/18/2019 09:02:42 PM,10/18/2019 09:12:13 PM,10/18/2019 09:19:10 PM,10/18/2019 09:41:23 PM,Code 2 Transport,10/18/2019 10:12:50 PM,1600 Block of REVERE AVE,San Francisco,94124,B10,17,6514,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,10,10,Bayview Hunters Point,POINT (-122.39080270402161 37.732092138754204),192913870-89
192913870,E17,19125538,Medical Incident,2019-10-18,2019-10-18,10/18/2019 09:01:08 PM,10/18/2019 09:02:12 PM,10/18/2019 09:02:38 PM,10/18/2019 09:04:03 PM,10/18/2019 09:06:52 PM,null,null,Code 2 Transport,10/18/2019 09:16:57 PM,1600 Block of REVERE AVE,San Francisco,94124,B10,17,6514,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,10,10,Bayview Hunters Point,POINT (-122.39080270402161 37.732092138754204),192913870-E17
192913872,68,19125539,Medical Incident,2019-10-18,2019-10-18,10/18/2019 09:00:40 PM,10/18/2019 09:02:43 PM,10/18/2019 09:03:15 PM,10/18/2019 09:03:29 PM,10/18/2019 09:08:07 PM,10/18/2019 09:17:50 PM,10/18/2019 09:37:47 PM,Code 2 Transport,10/18/2019 09:57:59 PM,100 Block of LOBOS ST,San Francisco,94112,B09,33,8372,2,3,3,true,Non Life-threatening,1,MEDIC,2,9,11,Oceanview/Merced/Ingleside,POINT (-122.45755657670357 37.71486319624554),192913872-68
192913872,E33,19125539,Medical Incident,2019-10-18,2019-10-18,10/18/2019 09:00:40 PM,10/18/2019 09:02:43 PM,10/18/2019 09:03:15 PM,10/18/2019 09:04:46 PM,10/18/2019 09:06:45 PM,null,null,Code 2 Transport,10/18/2019 09:17:46 PM,100 Block of LOBOS ST,San Francisco,94112,B09,33,8372,2,3,3,true,Non Life-threatening,1,ENGINE,1,9,11,Oceanview/Merced/Ingleside,POINT (-122.45755657670357 37.71486319624554),192913872-E33
192913872,RC4,19125539,Medical Incident,2019-10-18,2019-10-18,10/18/2019 09:00:40 PM,10/18/2019 09:02:43 PM,10/18/2019 09:03:55 PM,10/18/2019 09:04:37 PM,10/18/2019 09:09:41 PM,null,null,Code 2 Transport,10/18/2019 09:18:00 PM,100 Block of LOBOS ST,San Francisco,94112,B09,33,8372,2,3,3,true,Non Life-threatening,1,RESCUE CAPTAIN,3,9,11,Oceanview/Merced/Ingleside,POINT (-122.45755657670357 37.71486319624554),192913872-RC4
192913878,60,19125540,Medical Incident,2019-10-18,2019-10-18,10/18/2019 09:03:17 PM,10/18/2019 09:05:12 PM,10/18/2019 09:05:29 PM,10/18/2019 09:06:03 PM,10/18/2019 09:12:23 PM,10/18/2019 09:26:08 PM,10/18/2019 09:46:12 PM,Code 2 Transport,10/18/2019 10:15:49 PM,600 Block of BRANNAN ST,San Francisco,94107,B03,08,2256,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,Mission Bay,POINT (-122.3998196924552 37.77564966420802),192913878-60
192913878,E08,19125540,Medical Incident,2019-10-18,2019-10-18,10/18/2019 09:03:17 PM,10/18/2019 09:05:12 PM,10/18/2019 09:05:29 PM,10/18/2019 09:07:04 PM,10/18/2019 09:08:15 PM,null,null,Code 2 Transport,10/18/2019 09:15:27 PM,600 Block of BRANNAN ST,San Francisco,94107,B03,08,2256,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,Mission Bay,POINT (-122.3998196924552 37.77564966420802),192913878-E08
192913880,52,19125541,Medical Incident,2019-10-18,2019-10-18,10/18/2019 09:06:15 PM,10/18/2019 09:06:49 PM,10/18/2019 09:06:58 PM,10/18/2019 09:07:03 PM,10/18/2019 09:11:02 PM,null,null,Other,10/18/2019 09:14:55 PM,0 Block of 7TH ST,San Francisco,94103,B02,01,2315,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,6,South of Market,POINT (-122.41148401591776 37.77957001158884),192913880-52
192913880,QRV1,19125541,Medical Incident,2019-10-18,2019-10-18,10/18/2019 09:06:15 PM,10/18/2019 09:06:49 PM,10/18/2019 09:06:58 PM,10/18/2019 09:07:06 PM,10/18/2019 09:10:06 PM,null,null,Other,10/18/2019 09:14:36 PM,0 Block of 7TH ST,San Francisco,94103,B02,01,2315,3,3,3,true,Potentially Life-Threatening,1,SUPPORT,1,2,6,South of Market,POINT (-122.41148401591776 37.77957001158884),192913880-QRV1
192913886,50,19125542,Medical Incident,2019-10-18,2019-10-18,10/18/2019 09:08:42 PM,10/18/2019 09:08:42 PM,10/18/2019 09:09:03 PM,10/18/2019 09:09:07 PM,10/18/2019 09:19:30 PM,null,null,Patient Declined Transport,10/18/2019 09:46:53 PM,0 Block of DRUMM ST,San Francisco,94111,B01,13,1113,A,2,2,true,Non Life-threatening,1,MEDIC,1,1,3,Financial District/South Beach,POINT (-122.39655642617309 37.79411690579413),192913886-50
192913899,78,19125544,Medical Incident,2019-10-18,2019-10-18,10/18/2019 09:11:30 PM,10/18/2019 09:12:48 PM,10/18/2019 09:13:06 PM,10/18/2019 09:13:12 PM,10/18/2019 09:19:53 PM,null,null,Patient Declined Transport,10/18/2019 10:01:44 PM,500 Block of MASON ST,San Francisco,94102,B01,41,1412,3,3,3,true,Potentially Life-Threatening,1,MEDIC,3,1,3,Nob Hill,POINT (-122.41021805230193 37.788540709803335),192913899-78
192913899,E03,19125544,Medical Incident,2019-10-18,2019-10-18,10/18/2019 09:11:30 PM,10/18/2019 09:12:48 PM,10/18/2019 09:13:06 PM,10/18/2019 09:14:07 PM,10/18/2019 09:18:58 PM,null,null,Patient Declined Transport,10/18/2019 09:25:13 PM,500 Block of MASON ST,San Francisco,94102,B01,41,1412,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,1,3,Nob Hill,POINT (-122.41021805230193 37.788540709803335),192913899-E03
192913899,E41,19125544,Medical Incident,2019-10-18,2019-10-18,10/18/2019 09:11:30 PM,10/18/2019 09:12:48 PM,10/18/2019 09:13:06 PM,10/18/2019 09:14:03 PM,10/18/2019 09:16:31 PM,null,null,Patient Declined Transport,10/18/2019 09:28:18 PM,500 Block of MASON ST,San Francisco,94102,B01,41,1412,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,1,3,Nob Hill,POINT (-122.41021805230193 37.788540709803335),192913899-E41
192913954,T17,19125546,Elevator / Escalator Rescue,2019-10-18,2019-10-18,10/18/2019 09:32:24 PM,10/18/2019 09:33:38 PM,10/18/2019 09:34:20 PM,10/18/2019 09:35:37 PM,10/18/2019 09:40:04 PM,null,null,Fire,10/18/2019 09:56:09 PM,2600 Block of ARELIOUS WALKER DR,San Francisco,94124,B10,17,6615,3,3,3,false,Alarm,1,TRUCK,1,10,10,Bayview Hunters Point,POINT (-122.38465573055352 37.719059825602756),192913954-T17
192913974,AM118,19125547,Medical Incident,2019-10-18,2019-10-18,10/18/2019 09:39:45 PM,10/18/2019 09:41:10 PM,10/18/2019 09:41:31 PM,10/18/2019 09:42:07 PM,10/18/2019 09:46:46 PM,10/18/2019 09:56:02 PM,10/18/2019 10:11:01 PM,Code 2 Transport,10/18/2019 10:40:56 PM,BROADWAY/COLUMBUS AV,San Francisco,94133,B01,02,1311,2,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,1,3,Chinatown,POINT (-122.40666793241888 37.797864612806414),192913974-AM118
192913974,E02,19125547,Medical Incident,2019-10-18,2019-10-18,10/18/2019 09:39:45 PM,10/18/2019 09:41:10 PM,10/18/2019 09:41:31 PM,10/18/2019 09:42:52 PM,10/18/2019 09:45:51 PM,null,null,Code 2 Transport,10/18/2019 09:52:46 PM,BROADWAY/COLUMBUS AV,San Francisco,94133,B01,02,1311,2,3,3,true,Potentially Life-Threatening,1,ENGINE,1,1,3,Chinatown,POINT (-122.40666793241888 37.797864612806414),192913974-E02
192913980,52,19125548,Medical Incident,2019-10-18,2019-10-18,10/18/2019 09:42:49 PM,10/18/2019 09:42:49 PM,10/18/2019 09:43:08 PM,10/18/2019 09:43:13 PM,10/18/2019 09:45:47 PM,null,null,No Merit,10/18/2019 09:48:03 PM,400 Block of LARKIN ST,San Francisco,94102,B02,03,1644,A,E,3,true,Potentially Life-Threatening,1,MEDIC,1,2,6,Tenderloin,POINT (-122.41717396199715 37.781922144061454),192913980-52
192913980,E03,19125548,Medical Incident,2019-10-18,2019-10-18,10/18/2019 09:42:49 PM,10/18/2019 09:42:49 PM,10/18/2019 09:43:08 PM,10/18/2019 09:44:08 PM,10/18/2019 09:45:53 PM,null,null,No Merit,10/18/2019 09:48:03 PM,400 Block of LARKIN ST,San Francisco,94102,B02,03,1644,A,E,3,true,Potentially Life-Threatening,1,ENGINE,2,2,6,Tenderloin,POINT (-122.41717396199715 37.781922144061454),192913980-E03
192913980,RC1,19125548,Medical Incident,2019-10-18,2019-10-18,10/18/2019 09:42:49 PM,10/18/2019 09:42:49 PM,10/18/2019 09:43:08 PM,10/18/2019 09:44:53 PM,null,null,null,No Merit,10/18/2019 09:47:40 PM,400 Block of LARKIN ST,San Francisco,94102,B02,03,1644,A,E,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,3,2,6,Tenderloin,POINT (-122.41717396199715 37.781922144061454),192913980-RC1
192914003,KM07,19125549,Medical Incident,2019-10-18,2019-10-18,10/18/2019 09:48:53 PM,10/18/2019 09:51:07 PM,10/18/2019 09:51:29 PM,10/18/2019 09:52:07 PM,10/18/2019 09:58:15 PM,10/18/2019 10:21:46 PM,10/18/2019 10:33:46 PM,Code 2 Transport,10/18/2019 11:18:26 PM,300 Block of VALENCIA ST,San Francisco,94103,B02,06,5226,2,2,2,false,Potentially Life-Threatening,1,PRIVATE,1,2,8,Mission,POINT (-122.42215811039273 37.767002028647774),192914003-KM07
192914031,57,19125550,Medical Incident,2019-10-18,2019-10-18,10/18/2019 09:57:48 PM,10/18/2019 09:58:20 PM,10/18/2019 09:58:52 PM,10/18/2019 09:59:00 PM,10/18/2019 10:12:00 PM,10/18/2019 10:22:26 PM,10/18/2019 10:34:21 PM,Code 2 Transport,10/18/2019 11:10:02 PM,0 Block of LAKE ST,San Francisco,94118,B07,31,7115,3,2,2,true,Potentially Life-Threatening,1,MEDIC,2,7,2,Inner Richmond,POINT (-122.45984558810795 37.78694466164451),192914031-57
192914031,E31,19125550,Medical Incident,2019-10-18,2019-10-18,10/18/2019 09:57:48 PM,10/18/2019 09:58:20 PM,10/18/2019 09:58:52 PM,10/18/2019 09:59:50 PM,10/18/2019 10:03:35 PM,null,null,Code 2 Transport,10/18/2019 10:18:22 PM,0 Block of LAKE ST,San Francisco,94118,B07,31,7115,3,2,2,false,Potentially Life-Threatening,1,ENGINE,1,7,2,Inner Richmond,POINT (-122.45984558810795 37.78694466164451),192914031-E31
192914034,75,19125551,Medical Incident,2019-10-18,2019-10-18,10/18/2019 09:58:13 PM,10/18/2019 09:59:00 PM,10/18/2019 09:59:20 PM,10/18/2019 09:59:27 PM,10/18/2019 10:03:59 PM,10/18/2019 10:14:44 PM,10/18/2019 10:29:31 PM,Code 2 Transport,10/18/2019 10:56:29 PM,700 Block of LONDON ST,San Francisco,94112,B09,43,6125,3,2,2,true,Potentially Life-Threatening,1,MEDIC,2,9,11,Excelsior,POINT (-122.43926518466299 37.717566794182225),192914034-75
192914034,E43,19125551,Medical Incident,2019-10-18,2019-10-18,10/18/2019 09:58:13 PM,10/18/2019 09:59:00 PM,10/18/2019 09:59:20 PM,10/18/2019 10:01:02 PM,10/18/2019 10:02:54 PM,null,null,Code 2 Transport,10/18/2019 10:11:27 PM,700 Block of LONDON ST,San Francisco,94112,B09,43,6125,3,2,2,true,Potentially Life-Threatening,1,ENGINE,1,9,11,Excelsior,POINT (-122.43926518466299 37.717566794182225),192914034-E43
192914057,68,19125552,Medical Incident,2019-10-18,2019-10-18,10/18/2019 10:01:31 PM,10/18/2019 10:05:12 PM,10/18/2019 10:05:34 PM,10/18/2019 10:05:53 PM,10/18/2019 10:17:03 PM,10/18/2019 10:41:26 PM,10/18/2019 10:51:07 PM,Code 2 Transport,10/18/2019 11:26:55 PM,1500 Block of REVERE AVE,San Francisco,94124,B10,17,6571,3,2,2,true,Non Life-threatening,1,MEDIC,2,10,10,Bayview Hunters Point,POINT (-122.38926839019233 37.73108975575066),192914057-68
192914057,E17,19125552,Medical Incident,2019-10-18,2019-10-18,10/18/2019 10:01:31 PM,10/18/2019 10:05:12 PM,10/18/2019 10:05:34 PM,10/18/2019 10:06:53 PM,10/18/2019 10:09:45 PM,null,null,Code 2 Transport,10/18/2019 10:18:28 PM,1500 Block of REVERE AVE,San Francisco,94124,B10,17,6571,3,2,2,true,Non Life-threatening,1,ENGINE,1,10,10,Bayview Hunters Point,POINT (-122.38926839019233 37.73108975575066),192914057-E17
192914060,86,19125553,Medical Incident,2019-10-18,2019-10-18,10/18/2019 10:04:55 PM,10/18/2019 10:06:31 PM,10/18/2019 10:06:41 PM,10/18/2019 10:06:45 PM,10/18/2019 10:12:16 PM,10/18/2019 10:29:44 PM,10/18/2019 10:46:11 PM,Code 2 Transport,10/18/2019 11:23:51 PM,3000 Block of 24TH AVE,San Francisco,94132,B08,19,8734,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,8,7,Sunset/Parkside,POINT (-122.47999432192746 37.73183229151754),192914060-86
192914060,E19,19125553,Medical Incident,2019-10-18,2019-10-18,10/18/2019 10:04:55 PM,10/18/2019 10:06:31 PM,10/18/2019 10:06:41 PM,10/18/2019 10:08:02 PM,10/18/2019 10:10:10 PM,null,null,Code 2 Transport,10/18/2019 10:21:42 PM,3000 Block of 24TH AVE,San Francisco,94132,B08,19,8734,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,8,7,Sunset/Parkside,POINT (-122.47999432192746 37.73183229151754),192914060-E19
192914061,70,19125554,Medical Incident,2019-10-18,2019-10-18,10/18/2019 10:05:55 PM,10/18/2019 10:07:07 PM,10/18/2019 10:07:46 PM,10/18/2019 10:08:01 PM,10/18/2019 10:18:03 PM,10/18/2019 10:36:13 PM,10/18/2019 10:49:20 PM,Code 2 Transport,10/18/2019 11:32:31 PM,300 Block of ELLIS ST,San Francisco,94102,B03,03,1461,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,3,6,Tenderloin,POINT (-122.41195004222199 37.78491618436334),192914061-70
192914062,AM120,19125555,Medical Incident,2019-10-18,2019-10-18,10/18/2019 10:07:15 PM,10/18/2019 10:07:15 PM,10/18/2019 10:07:21 PM,10/18/2019 10:07:50 PM,10/18/2019 10:15:18 PM,10/18/2019 10:18:37 PM,10/18/2019 10:49:14 PM,Code 2 Transport,10/18/2019 11:35:55 PM,1100 Block of MISSION ST,San Francisco,94103,B02,01,2318,2,2,2,false,Non Life-threatening,1,PRIVATE,2,2,6,South of Market,POINT (-122.41273670742505 37.777712440431586),192914062-AM120
192914062,EMS6,19125555,Medical Incident,2019-10-18,2019-10-18,10/18/2019 10:07:15 PM,10/18/2019 10:07:15 PM,10/18/2019 10:07:15 PM,10/18/2019 10:07:15 PM,10/18/2019 10:07:15 PM,null,null,Code 2 Transport,10/18/2019 10:23:45 PM,1100 Block of MISSION ST,San Francisco,94103,B02,01,2318,2,2,2,false,Non Life-threatening,1,CHIEF,1,2,6,South of Market,POINT (-122.41273670742505 37.777712440431586),192914062-EMS6
192914083,54,19125556,Medical Incident,2019-10-18,2019-10-18,10/18/2019 10:16:23 PM,10/18/2019 10:17:10 PM,10/18/2019 10:17:27 PM,10/18/2019 10:17:37 PM,10/18/2019 10:22:19 PM,10/18/2019 10:32:09 PM,10/18/2019 10:55:29 PM,Code 2 Transport,10/18/2019 11:31:43 PM,300 Block of CLEMENTINA ST,San Francisco,94103,B03,01,2244,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,South of Market,POINT (-122.40343397632233 37.78116173954268),192914083-54
192914083,QRV1,19125556,Medical Incident,2019-10-18,2019-10-18,10/18/2019 10:16:23 PM,10/18/2019 10:17:10 PM,10/18/2019 10:17:27 PM,10/18/2019 10:17:32 PM,10/18/2019 10:21:23 PM,null,null,Code 2 Transport,10/18/2019 10:44:52 PM,300 Block of CLEMENTINA ST,San Francisco,94103,B03,01,2244,3,3,3,true,Potentially Life-Threatening,1,SUPPORT,1,3,6,South of Market,POINT (-122.40343397632233 37.78116173954268),192914083-QRV1
192914108,50,19125557,Medical Incident,2019-10-18,2019-10-18,10/18/2019 10:24:07 PM,10/18/2019 10:25:55 PM,10/18/2019 10:26:21 PM,10/18/2019 10:26:25 PM,10/18/2019 10:30:30 PM,10/18/2019 10:46:46 PM,10/18/2019 11:02:19 PM,Code 2 Transport,10/18/2019 11:27:00 PM,200 Block of VALENCIA ST,San Francisco,94103,B02,06,5126,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,8,Mission,POINT (-122.42229765823365 37.76844274160024),192914108-50
192914108,E06,19125557,Medical Incident,2019-10-18,2019-10-18,10/18/2019 10:24:07 PM,10/18/2019 10:25:55 PM,10/18/2019 10:26:21 PM,10/18/2019 10:27:18 PM,10/18/2019 10:30:10 PM,null,null,Code 2 Transport,10/18/2019 10:32:06 PM,200 Block of VALENCIA ST,San Francisco,94103,B02,06,5126,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,8,Mission,POINT (-122.42229765823365 37.76844274160024),192914108-E06
192914110,AM116,19125558,Medical Incident,2019-10-18,2019-10-18,10/18/2019 10:26:13 PM,10/18/2019 10:26:13 PM,10/18/2019 10:27:40 PM,10/18/2019 10:28:09 PM,10/18/2019 10:34:05 PM,10/18/2019 10:42:10 PM,10/18/2019 10:53:36 PM,Code 2 Transport,10/18/2019 11:33:51 PM,SUNSET BL/KIRKHAM ST,San Francisco,94122,B08,18,7563,A,2,2,false,Non Life-threatening,1,PRIVATE,1,8,4,Sunset/Parkside,POINT (-122.49561722367353 37.759004498322845),192914110-AM116
192914111,76,19125559,Medical Incident,2019-10-18,2019-10-18,10/18/2019 10:23:49 PM,10/18/2019 10:26:26 PM,10/18/2019 10:28:37 PM,10/18/2019 10:31:28 PM,10/18/2019 10:39:27 PM,10/18/2019 11:05:42 PM,10/18/2019 11:23:03 PM,Code 2 Transport,10/19/2019 12:24:25 AM,1100 Block of MISSION ST,San Francisco,94103,B02,01,2318,2,2,2,true,Non Life-threatening,1,MEDIC,2,2,6,South of Market,POINT (-122.41273670742505 37.777712440431586),192914111-76
192914111,EMS6,19125559,Medical Incident,2019-10-18,2019-10-18,10/18/2019 10:23:49 PM,10/18/2019 10:26:26 PM,10/18/2019 10:29:36 PM,10/18/2019 10:29:40 PM,10/18/2019 10:31:43 PM,null,null,Code 2 Transport,10/18/2019 11:02:01 PM,1100 Block of MISSION ST,San Francisco,94103,B02,01,2318,2,2,2,false,Non Life-threatening,1,CHIEF,1,2,6,South of Market,POINT (-122.41273670742505 37.777712440431586),192914111-EMS6
192914114,AM114,19125560,Medical Incident,2019-10-18,2019-10-18,10/18/2019 10:24:38 PM,10/18/2019 10:26:46 PM,10/18/2019 10:27:07 PM,10/18/2019 10:27:36 PM,10/18/2019 10:31:17 PM,10/18/2019 11:01:00 PM,10/18/2019 11:14:54 PM,Code 2 Transport,10/18/2019 11:48:35 PM,1300 Block of ELLIS ST,San Francisco,94115,B02,05,3431,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,2,5,Western Addition,POINT (-122.42992597107734 37.78263390830373),192914114-AM114
192914114,E05,19125560,Medical Incident,2019-10-18,2019-10-18,10/18/2019 10:24:38 PM,10/18/2019 10:26:46 PM,10/18/2019 10:27:07 PM,10/18/2019 10:28:45 PM,10/18/2019 10:30:29 PM,null,null,Code 2 Transport,10/18/2019 10:39:48 PM,1300 Block of ELLIS ST,San Francisco,94115,B02,05,3431,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,5,Western Addition,POINT (-122.42992597107734 37.78263390830373),192914114-E05
192914116,52,19125561,Medical Incident,2019-10-18,2019-10-18,10/18/2019 10:22:49 PM,10/18/2019 10:27:28 PM,10/18/2019 10:28:06 PM,10/18/2019 10:28:30 PM,10/18/2019 10:40:34 PM,10/18/2019 10:56:06 PM,10/18/2019 11:07:11 PM,Code 2 Transport,10/19/2019 12:03:31 AM,200 Block of 8TH ST,San Francisco,94103,B02,01,2322,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,6,South of Market,POINT (-122.41128875661012 37.77604634712713),192914116-52
192914122,74,19125562,Traffic Collision,2019-10-18,2019-10-18,10/18/2019 10:29:12 PM,10/18/2019 10:29:54 PM,10/18/2019 10:30:06 PM,10/18/2019 10:30:25 PM,10/18/2019 10:41:57 PM,10/18/2019 10:54:07 PM,10/18/2019 11:02:27 PM,Code 2 Transport,10/18/2019 11:33:41 PM,300 Block of FAXON AVE,San Francisco,94112,B09,15,8463,3,3,3,true,Potentially Life-Threatening,1,MEDIC,3,9,11,Oceanview/Merced/Ingleside,POINT (-122.46029044638657 37.72092772407447),192914122-74
